nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
53176,2,-9, ,3,2,1,1,2,2,2,2,3,2, ,2,2,2, ,-9,6,6,5,6,7,5,5,5,5,5,5,1,3,6,2,4,1,1,1,1,2,1,2, , , , , , , ,2,1,6,5,6,1,1,4,4,4,5,4,5,3,3,3,1,1,4,2, ,-9,-9,3,50,50,50,0,75,1,-9,3, , , ,1,9,2,-9,4,1,40,25,2,4,5,5,3,1,3,5,1,3,1,5,3,5,2,3,1,5,3,3,4,1,3,3,1,5,1,3,5,1,1,3,1,5,1,3,5,1,2,5,2,4,1,2,1,5,1,4,1,4,1,3,5,3,3,1,7,3,3,3,1,3,3,1,1,7,7,7,7,5,4,2,7,4,4,5,1,4,1,3, , , , , , 
53301,2,1,1,3,3,2, , ,-7,2,2,3,2, ,3,3,2, ,2,1,3,6,4,6,3,1,5,1,6,6,4,4,6,5,5,5,5,5,5,4,3,5,1,6,6,5,5,3,-7,5,4,2,3,5,4,4,3,3,4,4,4,4,5,1,4,2,1,2,2, ,2,-9,2,15,40,20,0,80,1,1,3,1,3,1,2,10,3,8,5,1,40,30,2,6,5,1,4,1,4,4,1,4,1,5,1,2,4,5,4,4,2,1,3,1,4,4,4,4,3,2,4,3,4,4,2,5,2,2,2,2,1,4,4,3,2,4,3,3,3,2,3,4,2,4,6,4,3,3,5,5,5,4,2,5,4,3,5, , , , , , , , , , , , , , , ,1,2,2,2,1,1
53361,1,1,1,3,2,2, , ,-7,2,2,3,2, ,2,2,2, ,2,3,5,2,3,5,6,3,4,3,5,5,6,3,4,5,5,4,2,4,2,4,1,5,6,6,1,5,4,5,-7,5,3,4,5,4,3,4,3,6,5,5,5,5,3,1,4,1,1,2,2, ,1,-9,-9,50,50,50,50,50,2, , , , , ,3,12,4,7,4,4,40,26,2,1,2,5,5,3,3,4,3,4,4,3,2,4,2,2,2,4,3,4,2,1,5,2,2,5,3,3,2,4,3,2,4,4,3,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5,4,1,1,1,4,6,6,6,6,4,7,5,4,4,5, , , , , , , , , , , , , , , , , , , , , 
53646,1,-9,2,4,5,3, , ,-7,2,2,4,2, ,3,1,1,2,1,1,1,6,6,6,6,6,6,5,6,6,1,5,6,6,6,5,4,3,4,6,4,6, , , , , , , ,5,6,1,1,4,6,6,5,2,2,2,2,7,2,4,4,1,1,3,1,1,2,-9,-9,60,100,100,3,100,2, , , , , ,2,10,2,8,7,4,40,24,2,9,2,3,4,2,4,4,5,4,3,4,1,1,2,4,3,4,3,2,4,1,4,3,3,4,2,2,3,1,1,3,3,4,2,3,3,2,1,4,4,4,1,3,3,4,2,5,4,5,2,3,5,5,5,4,5,4,4,4,4,4,3,2,2,7,6,6,6,5,1,4,7,5,1,3,3,4,2,2, , , , , , 
53687,1,3,2,3,2,2, , ,2,2,2,3,2, ,3,2,1,2,2,1,5,4,5,5,1,3,5,1,4,4,2,4,6,6,4,4,4,4,3,5,4,7,5,6,1,4,6,2,1,4,5,3,5,4,5,5,5,3,3,3,4,3,3,1,4,2,1,3,2, ,2,-9,3,75,100,100,10,100,1,3,2, , , ,2,8,5,9,5,4,50,20,2,4,3,3,3,1,4,4,3,4,1,4,4,1,4,4,1,4,3,1,5,1,4,4,1,4,3,2,4,1,3,3,2,4,2,2,4,2,3,4,2,4,3,3,4,4,3,4,1,4,2,3,4,3,5,3,4,5,5,3,6,3,5,4,4,5,6,5,5,5,2,5,5,6,1,2,3,1,3,2, , , , , , 
53687,2,-9, ,3,3,2, , ,2,2,2,3,2, ,3,3,1,2,2,3,3,3,4,3,3,5,5,3,4,4,2,3,5,4,3,3,3,3,3,4,3,5, , , , , , , ,3,3,4,4,3,5,3,2,4,3,4,4,3,3,1,4,2,1,3,1,1,2,-9,2,50,100,100,50,100,1,3,5, , , ,2,8,5,9,5,4,40,16,2,9,5,1,3,1,5,5,1,5,1,5,3,3,3,3,3,4,4,2,4,1,3,3,3,3,4,2,3,3,3,3,2,4,2,2,4,2,2,4,2,4,3,2,4,4,2,4,2,4,2,3,3,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,5,5,4,4,4,2,1,2,3,1,3,3, , , , , , 
53782,1,3,2,4,4,3, , ,-7,1,2,4,2, ,4,2,1,2,1,2,2,4,7,7,7,7,7,2,7,5,1,2,7,7,7,6,4,1,4,6,4,7,6,2,2,6,2,2,2,5,4,3,7,5,5,6,4,1,1,1,1,5,2,1,3,1,1,2,1,1,-9,-9,4,80,90,40,20,90,2, , ,1,4,1,1,4,2,7,6,4,36,30,3,8,4,5,3,3,4,4,5,4,1,3,3,1,3,4,1,5,4,2,4,1,4,5,3,5,4,1,4,1,3,4,1,5,3,1,4,1,2,4,3,5,1,3,3,5,1,4,2,5,1,3,5,2,4,2,6,4,5,2,2,2,2,4,2,5,5,6,6,6,4,4,6,4, , , , , , ,2,2,4,4,1,1
53782,2,3,2,4,4,3, , ,-7,1,2,4,2, ,4,1,1,2,1,2,2,2,7,7,7,7,7,2,7,2,1,1,7,7,7,6,1,1,4,6,4,5,5,2,2,6,5,4,2,2,2,6,6,6,5,6,4,1,1,4,2,5,2,1,1,1,1,3,1,2,-9,-9,2,50,40,20,10,50,2, , ,1,2,1,2,4,2,7,6,4,40,30,1,1,1,5,1,3,2,4,5,3,1,3,3,1,3,2,3,4,4,3,4,1,4,2,3,3,2,3,4,2,5,4,1,4,2,2,4,2,1,4,4,4,1,1,1,2,3,4,3,3,2,3,5,2,4,1,6,4,5,2,1,2,2,4,1,6,6,6,5,6,4,5,5,5,1,3,4,2,1,2, , , , , , 
54045,1,2,2,3,3,2, , ,2,1,2,4,2, ,3,2,1,2,2,3,5,5,5,4,2,3,5,3,6,4,2,5,6,5,4,4,3,3,4,4,3,5,5,4,5,5,3,4,-7,4,3,5,3,5,4,5,4,3,4,4,4,4,3,3,4,1,1,3,2, ,2,-9,-9,25,50,0,0,0,1,1,3,2,3,1,2,8,4,7,5,4,40,20,2,8,3,2,2,2,4,4,2,3,2,4,2,2,2,3,4,4,3,2,4,2,2,3,3,4,3,2,3,2,3,3,2,4,2,2,3,2,2,4,4,4,2,2,2,4,2,4,2,4,2,3,4,4,4,2,5,4,4,4,4,4,3,4,4,5,5,5,6,6,3,3,4,3, , , , , , , , , , , , 
54121,1,3,2,4,4,2, , ,-7,1,2,4,2, ,4,2,2, ,2,1,5,6,4,6,1,6,6,1,5,6,1,4,7,6,5,4,4,3,3,5,4,7,6,4,4,4,4,4,2,3,4,4,5,5,4,5,3,2,3,2,2,3,1,1,3,1,1,4,1,2,-9,-9,4,0,100,100,60,100,1,3,3,1,4,1,1,8,5,-9,5,4,38,20,2,8,5,1,1,1,4,5,1,4,1,3,4,2,1,5,1,4,4,2,4,1,2,4,2,3,5,4,4,2,3,4,1,5,1,1,5,2,1,4,3,4,1,2,5,2,1,3,2,4,1,4,4,5,4,3,6,6,6,2,6,1,1,1,1,3,6,5,6,6,4,2,6,4,4,1,3,1,4,2, , , , , , 
54242,1,3,2,3,3,1,2, ,2,1,2,4,2, ,4,2,2, ,3,1,1,5,4,4,1,2,4,1,4,4,1,1,4,4,4,5,4,3,3,4,4,6,5,2,1,4,2,2,-7,4,2,2,3,3,4,5,4,2,4,3,4,2,2,1,5,1,1,3,2, ,2,-9,3,40,2,0,0,100,2, , ,1,4,7,2,8,2,9,6,4,36,32,3,6,2,2,3,1,2,3,2,4,2,4,2,1,2,4,3,4,3,3,4,1,2,4,2,4,5,3,3,1,2,3,2,4,2,1,4,1,2,3,4,4,1,3,2,3,2,3,4,4,1,3,4,3,5,4,5,5,6,2,6,2,4,3,3,6,6,6,6,6,4,2,4,4, , , , , , , , , , , , 
54266,1,3,2,5,4,3, , ,-7,3,2,3,2, ,3,3,2, ,3,2,3,1,4,3,1,1,3,1,3,1,1,1,2,1,1,4,3,4,4,2,4,5,6,6,1,5,1,1,1,3,2,5,5,2,2,2,2,2,2,2,2,5,1,1,4,1,1,3,1,2,-9,-9,4,10,50,0,0,100,1,2,3, , , ,1,13,2,-9,6,5,0,0,1,1,1,5,1,2,5,5,5,4,2,3,1,3,2,5,4,4,5,2,4,1,2,5,4,4,5,1,4,3,3,5,3,4,2,1,4,2,1,5,4,4,2,4,4,3,2,5,4,3,1,4,6,5,4,6,6,6,6,3,2,2,3,2,2, , , , , , , , , , , , , , , ,3,5,2,4,4,3
54614,2,3,2,4,3,2, , ,1,1,2,4,2, ,4,2,1,2,1,1,1,4,6,5,3,1,7,3,6,4,3,3,6,6,5,4,3,3,2,4,4,6,7,7,3,6,1,1,1,4,3,5,4,6,2,6,3,4,5,5,5,2,5,1,4,1,1,2,1,1,-9,3,4,40,0,0,0,20,2, , , , , ,2,5,2,-9,6,4,40,32,3,6,2,4,3,3,4,4,2,4,3,3,2,2,4,5,2,3,2,3,2,1,4,5,3,5,2,3,4,3,3,2,2,4,5,1,2,2,5,4,2,3,5,5,3,4,4,2,3,4,3,3,4,4,5,4,5,4,6,2,4,2,2,2,2,3,4,5,4,5,6,5,4,2, , , , , , ,3,5,1,2,4,4
54642,1,3,2,3,1,2, , ,1,5,2,3,2, ,3,2,2, ,1,2,6,6,6,5,4,4,5,2,5,5,4,5,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,-7,5,4,5,4,5,5,5,4,5,5,4,5,4,4,2,1,1,1,3,1,2,-9,-9,1,20,0,0,0,5,1,-9,3,2,3,1,2,5,3,-9,5,4,36,26,3,1,2,3,3,3,4,4,4,3,3,2,1,2,1,2,5,3,3,2,3,1,2,4,4,4,4,3,2,3,4,4,4,4,2,2,3,3,2,4,4,4,2,2,2,3,2,4,4,3,1,4,4,1,5,5,4,4,4,4,4,7,5,2,3,5,5,6,6,6,4,5,5,6, , , , , , ,1,5,2,2,2,2
54699,1,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,4,1,4,5,5,7,7,6,6,6,4,6,5,5,4,7,7,6,5,5,3,6,4,5,6,7,7,2,7,3,3,1,3,3,5,4,1,2,4,2,3,4,4,3,6,2,4,1,1,1,4,2, ,-9,-9,-9,70,100,90,15,100,1,1,3,1,3,1,1,8,3,7,4,4,38,15,1,1,5,1,4,2,4,5,1,3,1,5,2,1,3,4,1,5,3,2,5,1,2,4,3,5,4,2,5,1,2,4,2,5,2,2,4,2,1,5,3,5,1,3,3,4,2,3,2,4,1,4,2,5,3,1,4,4,5,2,5,1,1,2,1,7,7,7,7,7,1,2,7,6, , , , , , ,1,3,2,4,4,1
54699,2,4,2,4,4,2, , ,2,3,2,4,2, ,4,1,1,3,1,1,3,6,7,7,5,6,6,2,6,6,4,6,7,6,6,5,5,4,5,4,4,5,6,4,5,5,4,3,3,3,5,3,3,4,4,5,5,2,2,3,2,6,3,4,1,1,1,3,2, ,-9,-9,4,20,100,50,0,90,1,1,3,1,3,1,2,1,4,9,6,4,38,20,2,3,4,3,1,4,4,3,4,3,1,4,1,3,2,4,4,3,4,2,4,2,2,3,4,3,4,2,3,2,2,4,2,3,2,2,3,2,1,5,4,4,1,3,3,2,1,5,3,2,1,4,5,5,3,4,3,5,5,3,4,2,1,2,1,7,7,7,6,7,5,5,7,6, , , , , , ,1,3,4,3,2,2
54765,1,2,-9,2,1,2, , ,2,3,2,2,2, ,3,4,2, ,2,1,1,5,4,3,1,1,5,1,5,1,1,1,7,5,3,3,1,6,2,4,1,5,7,7,4,6,3,2,-7,3,3,3,4,6,5,7,3,3,5,5,6,1,6,2,2,1,1,3,1,2,2,2,2,0,0,0,0,0,2, , , , , ,3,5,1,6,6,4,40,32,1,6,4,3,3,1,3,3,2,4,2,5,5,1,3,5,5,5,5,1,3,2,3,5,3,4,2,5,3,2,4,4,2,4,2,1,3,2,3,4,3,4,3,4,3,4,2,4,3,4,3,3,2,3,2,2,6,5,7,4,4,4,3,3,1,4,6,5,4,3,1,7,5,1, , , , , , , , , , , , 
54803,1,-9, ,3,3,2, , ,1,2,2,3,2, ,2,2,2, ,3,2,5,3,4,4,2,2,2,2,5,2,1,5,7,5,3,3,2,5,2,4,3,2, , , , , , , ,3,1,5,7,2,4,5,5,7,5,6,7,2,6,1,3,1,1,3,1,1,2,3,-9,20,0,0,0,0,1,1,4,2,5,1,3,12,1,-9,3,5,0,0,1,5,5,1,2,3,1,5,5,5,2,4,1,2,3,1,5,4,3,5,3,1,4,2,5,4,3,5,1,2,3,1,5,4,2,2,2,2,1,1,5,4,1,1,1,4,1,3,5,2,1,2,5,5,5,4,4,6,4,4,4,6,4,5,5, , , , , , , , , , , , , , , ,3,1,1,2,4,2
55048,1,3,2,3,3,1,1,3,2,2,2,4,2, ,4,2,2, ,1,2,3,5,6,7,1,4,7,2,7,1,1,1,7,4,7,6,6,2,5,4,5,6,5,4,4,4,4,4,3,6,5,2,6,6,2,5,5,4,3,3,3,4,3,4,4,2,1,4,2, ,-9,-9,3,20,100,80,10,100,2, , ,2,4,1,4,5,2,8,5,4,45,30,3,8,4,3,4,2,4,4,2,5,2,5,4,2,3,3,2,4,3,3,4,2,4,2,3,4,4,3,4,3,3,3,2,4,3,3,5,1,4,5,2,3,3,2,4,4,3,5,3,4,4,4,5,5,5,6,6,6,7,1,4,3,1,2,2,7,7,6,5,4,1,3,6,6, , , , , , , , , , , , 
55193,1,2,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,2,1,2,2,6,4,6,4,4,6,2,3,6,3,2,6,4,4,5,4,3,4,5,5,6,2,2,2,4,4,6,3,5,4,3,4,4,2,6,4,4,3,3,4,6,3,1,3,2,1,4,1,2,-9,-9,4,15,80,50,10,100,2, , , , , ,2,5,2,8,5,4,38,34,3,6,2,5,3,3,3,3,4,4,3,3,2,4,3,4,4,4,4,3,3,2,3,4,4,3,4,3,4,4,3,4,4,4,2,3,4,2,2,4,4,4,2,2,2,3,3,3,4,3,2,3,6,5,5,4,5,5,5,3,4,3,2,2,2,6,5,6,5,5,4,3,3,3, , , , , , , , , , , , 
55267,1,2,2,3,4,2, , ,1,4,2,3,2, ,2,2,1,1,2,4,5,5,5,6,1,2,5,5,5,5,1,4,5,5,4,3,3,4,3,3,3,1,1,1,1,2,1,1,-7,2,3,2,3,2,2,2,2,5,2,5,2,4,4,3,5,1,1,1,1,1,-9,-9,1,50,5,0,0,25,1,1,3, , , ,3,5,3,8,6,4,45,24,1,1,5,1,4,1,5,5,1,4,1,5,1,4,2,3,1,3,5,2,1,2,5,4,5,4,2,3,1,2,4,5,4,3,1,4,1,5,1,5,5,3,1,3,1,4,2,4,5,3,2,4,5,3,4,5,4,5,4,5,2,4,6,5,4, , , , , , , , , , , , , , , ,4,5,1,2,4,4
55375,1,3,2,5,5,3, , ,2,1,2,3,2, ,2,1,1,2,1,5,6,7,6,7,1,7,7,5,7,7,1,2,7,6,6,6,4,3,5,4,4,7,7,7,1,7,7,1,-7,7,5,2,2,6,5,7,7,1,2,1,1,7,1,3,1,1,1,2,1,1,-9,-9,4,100,100,99,25,100,1,2,3, , , ,2,9,2,-9,6,4,40,30,1,2,4,3,2,1,5,4,2,3,1,4,2,1,2,5,4,5,4,1,3,1,3,5,3,5,2,1,4,1,1,4,2,4,1,1,2,1,1,3,3,4,1,5,3,5,3,4,4,5,1,4,6,6,6,6,4,5,5,3,4,5,1,1,2,7,7,7,7,7,7,2,7,2,1,5,5,4,1,1, , , , , , 
55439,1,3,2,3,2,2, , ,-7,4,2,3,2, ,2,1,1,2,2,1,1,5,6,5,1,4,5,1,6,4,1,1,6,4,5,2,2,3,3,2,2,1,6,7,1,6,2,1,-7,4,5,1,6,5,6,3,6,2,2,1,1,5,5,5,3,1,1,2,2, ,2,-9,3,20,0,0,0,10,1,1,3,2,3,1,3,11,2,9,5,4,20,10,2,6,2,2,4,1,4,5,2,4,2,5,4,2,4,5,2,4,3,2,4,1,4,2,2,4,3,1,4,1,2,2,4,5,3,2,3,1,2,4,3,4,1,1,4,3,4,4,2,3,2,3,5,2,5,3,5,6,5,2,6,5,3,2,3, , , , , , , , , , , , , , , ,4,5,1,4,4,1
55439,2,3,2,3,2,2, , ,-7,4,2,3,2, ,2,1,1,2,2,1,5,2,6,5,1,3,4,1,6,5,1,5,5,2,6,2,2,4,2,5,2,1,6,7,2,6,2,3,-7,2,2,6,4,6,2,1,3,5,5,6,7,3,3,3,3,1,1,1,2, ,2,-9,-9,30,20,0,0,10,1,1,3,2,3,1,3,11,2,9,5,4,10,0,1,6,4,2,2,1,4,5,3,4,2,5,2,2,1,2,5,4,5,4,3,1,2,4,4,4,5,4,2,1,2,4,2,4,2,1,1,2,3,3,5,4,2,1,2,4,2,4,5,4,2,4,1,2,5,3,6,6,7,2,1,6,4,2,1, , , , , , , , , , , , , , , , , , , , , 
55535,4,-9,2,3,3,2, , ,-7,4,2,3,2, ,3,4,2, ,3,1,2,2,2,4,1,1,1,1,3,3,1,2,3,1,3,2,2,4,4,3,1,1, , , , , , , ,1,1,7,5,5,1,5,1,7,7,7,7,4,4,1,3,3,1,2,2, ,2,2,2,20,0,0,0,0,1,1,3,2,3,1,2,10,4,-9,4,4,40,36,2,2,4,3,3,1,3,3,1,3,1,3,1,5,3,5,3,5,5,3,3,1,4,5,5,5,4,4,4,3,4,3,4,5,1,3,3,1,3,5,5,5,1,2,1,5,1,5,3,5,1,3,3,3,1,3,7,7,7,4,7,4,7,5,4, , , , , , , , , , , , , , , , , , , , , 
55620,1,1,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,-9,1,3,3,1,4,2,1,3,2,3,4,4,1,3,4,3,2,4,4,4,4,6,4,5,6,2,1,2,1,2,2,4,2,3,2,4,4,4,3,4,3,3,3,4,4,1,4,1,1,4,2, ,2,-9,2,5,50,20,0,80,1,1,5, , , ,3,11,2,-9,3,5,0,0,2,6,4,1,3,1,3,2,1,3,2,5,1,2,3,4,4,4,3,3,3,2,2,3,3,4,4,3,3,2,2,3,3,3,3,2,3,2,3,2,5,4,3,2,2,3,3,4,4,3,2,2,6,2,3,6,5,5,4,5,5,4,4,4,4, , , , , , , , , , , , , , , , , , , , , 
55860,1,3,2,3,2,2, , ,2,1,2,3,2, ,3,1,2, ,2,1,4,4,4,4,1,1,1,1,4,4,1,1,7,4,4,4,1,5,4,4,1,4,7,7,1,7,1,1,-7,1,4,4,3,6,1,4,7,1,4,1,4,5,1,3,5,2,1,4,1,1,-9,1,4,50,0,0,0,0,1,1,3,1,4,1,1,5,4,9,5,4,50,20,2,9,5,1,3,1,5,5,1,4,1,5,3,1,1,3,1,5,5,3,5,1,3,3,3,5,5,3,5,1,2,5,1,5,1,3,5,1,1,5,2,5,1,1,3,5,1,5,1,5,1,5,4,4,4,4,6,4,7,1,7,1,1,1,1,7,7,7,7,7,1,4,7,6, , , , , , ,1,5,1,2,1,1
55952,1,3,2,3,2,1,1,2,-7,2,2,3,2, ,3,3,2, ,3,3,5,7,6,6,5,6,6,3,5,6,1,3,6,6,6,3,3,6,2,6,2,4,4,1,2,3,5,6,2,5,5,3,2,5,5,5,4,4,5,3,3,4,2,3,4,4,1,4,1,2,-9,-9,4,60,100,100,20,100,1,-9,3, , , ,2,8,4,9,6,4,38,20,3,6,3,4,1,2,5,5,2,4,2,2,2,2,2,5,4,4,4,3,4,2,3,3,3,3,4,3,3,2,3,4,3,3,1,1,3,2,3,5,4,3,2,4,2,2,3,4,3,3,2,4,5,3,6,2,5,6,6,3,3,6,1,1,1,5,5,6,5,3,4,2,5,4,3,4,1,4,1,1, , , , , , 
56056,1,-9, ,3,3,2, , ,-7,2,2,3,1,3,2,1,1,-9,1,2,6,5,6,6,5,4,6,1,6,6,1,6,6,6,6,4,3,3,3,3,3,3, , , , , , , ,5,4,5,5,4,4,5,5,4,4,6,4,6,2,2,5,2,1,3,2, ,1,1,3,3,0,0,0,10,1,-9,3,1,3,1,2,10,6,-9,4,4,36,24,2,3,4,2,1,1,3,4,3,2,1,4,1,3,1,3,5,5,5,2,5,1,3,3,4,4,3,4,1,2,3,3,1,4,2,4,2,2,3,3,4,3,3,2,3,4,3,3,5,3,2,3,4,5,5,4,3,2,4,6,6,6,4,3,4,7,7,5,6,5,6,5,7,3, , , , , , ,2,3,4,4,4,3
56337,1,2,2,2,2,1,2, ,2,2,2,3,2, ,3,1,2, ,2,5,5,6,6,6,4,4,5,3,6,6,1,6,7,6,5,4,4,4,4,4,4,4,7,7,1,7,1,1,1,5,2,3,5,5,1,6,1,1,7,4,4,4,2,2,4,1,1,3,2, ,2,-9,4,40,50,50,0,100,1,1,3,1,4,1,1,11,2,7,4,5,0,20,2,6,3,1,2,1,5,5,1,4,1,5,1,1,2,4,2,5,5,4,4,1,2,2,4,4,4,1,5,1,2,3,1,5,1,5,2,1,1,3,4,4,1,4,2,3,2,3,4,5,1,1,6,4,6,1,6,5,6,2,5,1,1,1,1, , , , , , , , , , , , , , , ,4,5,1,3,3,3
56381,1,4,2,3,2,1,2, ,1,2,2,4,2, ,4,1,1,2,1,2,5,3,7,6,2,2,5,2,7,2,2,5,7,6,6,4,4,5,3,4,3,3,6,2,1,6,4,2,3,7,5,2,6,5,6,7,6,3,2,4,3,7,4,5,4,2,1,4,1,4,-9,1,4,90,70,10,0,100,1,3,3,1,4,4,2,8,4,9,4,4,36,26,3,6,2,4,2,2,5,4,2,3,2,5,1,2,2,4,4,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,2,4,2,2,2,2,3,4,2,4,2,2,2,4,3,4,4,3,2,3,5,6,6,6,5,6,6,2,3,6,1,3,2,6,6,6,6,5,6,3,6,5, , , , , , ,3,5,5,2,4,3
56381,2,4,2,3,3,2, , ,1,2,2,3,2, ,3,1,1,2,1,1,6,4,6,6,2,3,6,2,6,5,1,2,7,6,6,4,4,6,2,4,3,3,7,6,1,6,1,2,1,6,3,5,2,5,5,6,5,5,4,6,6,4,3,1,1,1,1,3,1,2,-9,-9,3,60,80,10,0,100,1,2,3,1,2,5,2,7,3,10,4,1,40,23,1,9,2,4,2,2,2,5,3,3,2,4,4,1,2,4,2,5,4,4,4,1,4,4,2,4,4,2,4,4,3,4,1,5,3,2,4,2,1,3,2,4,1,3,2,4,2,3,2,5,1,2,6,6,6,6,5,7,6,1,2,3,2,3,6,7,1,7,6,6,5,1,5,7, , , , , , ,1,2,2,2,3,3
56549,1,3,2,3,4,3, , ,2,1,2,4,2, ,2,1,1,2,1,1,1,7,7,6,3,2,1,1,7,7,1,1,7,7,3,4,4,5,4,7,2,3,7,3,1,5,1,4,3,1,1,3,1,1,1,6,3,2,6,5,5,6,1,2,4,2,1,3,2, ,-9,-9,2,10,5,0,0,1,2, , ,1,4,1,2,10,2,8,6,4,36,32,2,1,3,2,2,1,4,5,1,4,1,5,2,4,2,4,3,5,4,2,4,1,4,4,3,5,3,2,4,1,2,3,2,5,2,2,4,1,1,4,3,5,1,3,3,5,2,5,4,5,1,4,5,1,3,1,6,7,5,4,7,2,1,1,2,7,7,7,7,7,7,3,3,2, , , , , , ,1,2,2,4,1,1
56549,2,4,2,4,4,3, , ,2,3,2,4,2, ,3,1,1,2,1,1,1,6,6,3,1,2,4,1,1,6,1,1,5,5,5,4,3,2,4,4,4,5,4,4,1,4,1,1,2,2,1,4,1,1,1,5,1,1,4,6,4,5,1,3,3,2,1,2,1,1,-9,-9,2,30,0,0,0,10,2, , ,1,2,2,2,9,1,9,6,4,24,24,1,1,4,3,3,1,3,4,3,4,1,4,1,1,3,4,3,5,4,2,4,1,3,4,3,4,4,4,4,1,3,3,3,4,2,1,4,1,3,4,4,4,3,2,3,4,1,3,4,4,1,3,5,1,1,1,5,4,4,1,4,1,4,1,1, , , , , , , , , , , , , , , ,1,2,3,3,3,3
56742,1,2,2,3,2,2, , ,-7,1,2,2,2, ,4,2,2, ,3,1,1,6,5,5,1,5,5,1,6,6,1,1,5,4,6,1,1,3,1,4,1,7,7,6,2,5,6,1,3,4,5,1,2,7,5,6,4,1,3,2,4,3,5,4,3,1,1,1,2, ,-9,-9,-9,30,0,85,10,100,2, , , , , ,2,8,4,6,2,4,40,16,1,1,4,4,4,1,5,4,4,4,2,4,5,1,4,3,1,5,4,5,5,1,5,4,4,5,4,2,4,1,5,4,2,5,5,1,4,1,2,2,2,5,2,2,3,4,1,3,4,4,2,3,5,2,5,4,3,6,7,2,2,6,3,4,3,7,7,5,7,5,2,6,6,2, , , , , , ,4,5,1,2,2,1
56911,1,3,2,3,4,3, , ,2,3,2,3,2, ,2,2,1,-9,2,1,4,1,7,7,1,7,7,1,7,7,1,4,7,7,7,1,1,5,1,4,1,3,7,4,1,7,1,7,1,4,4,3,1,6,3,5,4,1,2,2,2,7,1,1,5,1,1,4,1,4,-9,-9,4,20,30,10,0,50,1,1,3,3,5,1,3,5,2,-9,4,4,35,35,2,8,2,3,1,3,4,4,3,3,3,3,1,1,1,3,3,4,4,2,3,1,3,3,4,3,5,3,2,2,3,3,3,4,1,2,3,1,5,3,3,3,1,3,3,3,1,5,3,3,1,1,4,1,4,1,5,4,4,4,6,7,1,1,1,4,1,7,4,4,7,4,2,5, , , , , , , , , , , , 
56947,1,3,2,4,4,3, , ,2,2,2,4,2, ,2,1,1,2,1,1,2,7,7,7,1,1,4,2,7,7,1,2,7,5,4,4,4,4,4,3,3,5,7,7,1,7,1,1,-7,4,2,6,2,3,3,4,3,4,4,4,3,6,1,3,4,1,1,4,1,1,2,-9,3,15,100,100,0,100,1,1,3,3,5,1,2,9,2,-9,3,4,40,24,2,2,3,2,3,1,3,4,2,4,1,5,2,1,2,3,2,4,4,3,4,1,3,3,3,4,4,3,4,2,2,4,2,4,1,1,4,1,1,5,2,4,1,3,4,3,1,3,1,4,1,5,3,3,4,5,5,6,6,2,7,4,2,3,4,7,4,7,7,6,2,2,2,2, , , , , , , , , , , , 
