nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
63305,1,201117,3,2,3,3,1,2, ,2,3,2,3,2, ,3,2,1,2,1,-7,-7,5,6,6,3,3,7,-7,7,5,1,-7,7,5,6,4,3,5,3,4,3,6,6,4,2,6,5,2,1, , , , , , , , , , , , ,3,6,1,4,2,1,3,1,2,-9,1,4,85,50,10,5,100,2, , , , , ,3,6,4,9,6,4,40,24,2,1,3,3,3,3,4,4,2,3,2,5,7,5,6,5,4,2,5,2,4,3,1,2,2,6,7,6,7,4,3,2,6,1, , , , , , ,1,2,2,4,2,3,2,2,4,3,5,2,4,4,4,4,4,4
63336,1,201115,3,2,3,2,1,1,2,2,2,2,3,2, ,3,1,1,1,1,4,7,-7,7,7,4,2,2,4,7,-7,1,5,7,7,1,2,2,7,1,2,1,1,4,7,1,7,1,1,-7, , , , , , , , , , , , ,7,5,3,4,2,1,4,2, ,-9,-9,1,95,99,95,0,100,1,1,2, , , ,2,12,2,7,6,5,0,0,1,8,1,3,3,2,4,3,1,3,2,5,7,1,5,1,4,2,2,2,3,7,1,1,2, , , , , , , , , , , , , , , ,2,5,1,4,4,1,7,7,1,7,7,1,4,4,3,4,4,4
63400,1,201115,4,2,5,4,3, , ,2,1,2,4,2, ,3,1,1,4,2,6,7,-7,6,7,5,7,7,6,7,7,-7,5,7,7,7,5,5,4,5,5,5,7,7,7,1,7,5,1,1, , , , , , , , , , , , ,7,1,3,5,1,1,2,2, ,-9,1,4,100,100,100,60,100,1,2,2,1,3,1,1,13,2,9,7,1,0,0,2,4,5,2,5,1,5,5,1,4,1,5,7,4,6,5,7,5,5,5,6,7,3,6,6, , , , , , , , , , , , , , , ,1,5,5,4,3,1,7,4,1,1,4,4,7,7,1,5,6,6
63400,2,201115,4,2,5,4,3, , ,-7,2,2,4,2, ,3,1,1,-9,2,7,7,-7,6,7,7,7,7,7,7,7,-7,6,7,7,7,5,4,5,5,6,4,6,7,1,1,6,4,1,1, , , , , , , , , , , , ,7,1,2,1,1,1,2,2, ,2,-9,-9,90,100,100,50,100,1,2,2,1,3,1,2,13,2,9,7,1,0,0,1,6,5,1,4,1,3,4,1,4,1,5,5,5,6,7,6,6,5,5,2,6,6,7,7, , , , , , , , , , , , , , , ,4,5,4,4,3,3,6,4,4,6,4,2,6,7,2,5,5,1
63413,1,201115,3,2,4,3,3, , ,-7,2,2,3,2, ,3,2,1,2,-9,1,1,2,6,5,6,2,7,1,6,1,1,1,7,6,5,5,2,6,2,6,3,5,6,6,2,5,2,2,-7, , , , , , , , , , , , ,3,3,2,1,1,1,4,1,1,-9,-9,4,80,10,0,0,40,2, , ,1,3,2,2,5,2,8,7,4,36,32,2,1,2,3,2,1,3,4,2,3,2,4,2,4,4,3,5,4,4,2,2,2,3,3,3,7,5,6,7,6,6,4,7,1, , , , , , ,1,4,5,2,2,3,6,6,3,5,5,3,6,3,2,5,2,3
63726,1,201115,3,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,3,1,-7,-7,6,6,6,2,4,5,1,6,6,1,-7,7,7,7,6,6,7,3,3,3,3,6,2,1,6,6,3,3, , , , , , , , , , , , ,6,2,4,3,4,1,3,1,1,2,2,2,80,90,70,5,100,2, , ,1,3,1,1,9,2,10,6,4,50,30,2,6,3,1,3,5,4,4,1,3,1,4,4,4,3,2,6,5,6,2,4,2,2,2,1,7,7,7,7,7,1,3,7,5, , , , , , ,4,3,1,2,3,1,3,2,3,2,4,2,5,4,3,4,5,3
63808,1,201115,2,2,3,1,2, , ,-7,2,2,3,2, ,4,2,1,1,2,-7,-7,5,6,6,6,3,6,2,6,5,3,-7,6,6,6,3,3,3,3,5,3,5,6,3,2,5,5,5,-7,4,3,3,3,4,5,5,5,3,3,2,4,5,5,3,3,1,1,4,1,2,2,-9,3,70,60,40,25,95,2, , , , , ,2,4,2,6,6,4,40,40,2,9,3,3,2,2,4,4,3,3,2,4,5,5,4,5,5,5,5,3,3,3,4,3,3,6,5,5,6,5,5,5,5,4,1,3,4,2,2,3, , , , , , , , , , , , , , , , , , 
63826,1,201115,4,2,4,4,3, , ,1,4,2,3,1,3,3,1,1,4,1,-7,7,7,7,7,-7,1,4,2,7,7,-7,7,7,4,4,5,5,4,6,4,4,6,7,7,1,5,1,1,3,6,6,2,6,6,3,6,4,2,2,6,4,4,3,2,4,2,1,2,1,2,-9,-9,2,75,100,0,0,100,1,1,3,2,3,-7,3,7,2,-9,4,4,38,20,2,8,3,1,5,1,4,4,4,4,1,4,5,3,3,2,6,6,6,5,1,4,6,6,4,5,5,5,6,3,6,3,4,3,4,5,1,4,4,4, , , , , , , , , , , , , , , , , , 
63848,1,201115,2,2,3,3,2, , ,2,5,2,3,2, ,2,3,2, ,3,1,-7,-7,7,7,-7,-7,7,1,7,-7,-7,7,7,4,4,4,1,4,2,4,2,1,7,7,1,7,1,1,-7, , , , , , , , , , , , ,4,5,4,3,2,1,4,2, ,-9,-9,3,50,0,0,0,0,1,1,5, , , ,2,12,2,5,5,5,0,0,2,4,4,2,4,3,5,5,1,3,2,4,4,1,3,5,5,5,7,5,6,7,5,7,3, , , , , , , , , , , , , , , ,1,4,3,4,3,3,2,2,4,5,6,1,1,1,7,5,7,5
63965,1,201115,2,2,3,2,1,2, ,-7,2,2,3,2, ,3,1,2, ,3,4,4,6,6,6,-7,6,3,6,6,6,-7,6,7,6,5,2,2,5,2,4,4,2,6,3,1,6,1,5,3,4,2,4,2,4,4,3,4,4,5,4,3,5,2,2,4,1,1,4,2, ,1,2,-9,50,90,75,0,90,1,-9,5, , , ,2,11,2,9,6,5,0,0,1,1,4,1,3,1,5,5,1,4,1,5,3,6,5,4,6,4,4,3,4,2,3,3,1, , , , , , , , , ,4,5,1,2,3,2, , , , , , , , , , , , , , , , , , 
64024,2,201115,3,2,3,3,2, , ,-7,2,2,3,2, ,4,1,1,1,1,4,5,6,5,5,4,3,4,3,5,6,2,4,7,5,6,3,3,5,3,4,3,2,6,2,2,5,3,2,-7, , , , , , , , , , , , ,6,3,1,4,1,1,4,1,1,-9,-9,4,80,60,5,0,100,2, , ,1,3,2,2,4,2,9,6,4,40,30,2,1,2,4,2,2,4,4,3,3,1,3,5,4,5,2,5,5,5,4,2,2,2,3,5, , , , , , , , , , , , , , , ,1,2,2,3,3,2,3,4,3,3,3,4,5,4,2,3,3,3
64352,1,201115,3,2,4,5,3, , ,1,3,2,3,1,3,3,1,1,2,1,-7,-7,6,6,6,4,-7,6,-7,6,6,-7,-7,6,5,5,5,5,6,4,4,5,4,1,7,2,2,1,1,1,2,2,5,5,2,2,2,2,3,3,5,3,5,2,1,4,2,1,3,1,1,-9,-9,3,90,80,15,0,100,2, , ,1,4,1,2,10,4,-9,5,4,40,24,2,6,3,1,1,1,5,5,1,5,1,5,5,3,5,7,7,5,3,3,3,3,1,1,1, , , , , , , , , ,1,1,3,1,2,1, , , , , , , , , , , , , , , , , , 
64357,1,201115,3,2,4,4,2, , ,-7,2,2,3,2, ,3,3,1,2,2,-7,-7,-7,3,4,2,-7,5,-7,5,-7,-7,-7,5,5,-7,4,5,5,4,5,3,4,2,6,2,2,2,4,-7,5,4,5,3,3,3,3,4,4,4,4,3,2,6,1,2,1,1,4,1,1,2,-9,3,50,25,0,0,10,2, , ,2,3,2,2,6,3,-9,4,4,40,32,1,1,2,5,1,4,3,4,2,2,3,2,6,6,6,5,4,5,5,4,3,3,3,3,3,5,5,5,5,5,2,5,5,4,1,1,4,2,3,3, , , , , , , , , , , , , , , , , , 
64393,1,201115,3,2,4,4,3, , ,2,2,2,3,2, ,3,3,2, ,3,4,4,5,7,7,2,1,1,3,6,6,1,5,6,6,2,4,4,4,3,3,4,4,1,7,1,7,1,1,-7, , , , , , , , , , , , ,5,2,3,2,1,1,3,2, ,-9,-9,3,95,99,70,10,100,1,1,3,3,3,1,2,12,2,7,6,5,0,0,1,2,3,4,3,1,1,3,3,4,2,3,6,4,5,4,4,4,4,4,7,2,2,3,1, , , , , , , , , , , , , , , ,1,5,5,2,1,1,1,1,5,5,4,1,6,4,4,3,3,2
64416,1,201115,3,2,4,5,3, , ,-7,2,2,4,2, ,3,1,1,3,1,-7,-7,5,5,4,4,3,4,-7,5,5,-7,-7,5,5,4,4,4,2,4,4,5,3,6,6,2,5,4,2,1, , , , , , , , , , , , ,6,2,3,4,1,1,4,1,1,-9,-9,3,75,90,75,0,90,2, , , , , ,4,7,4,9,6,4,36,20,3,8,2,3,3,2,4,4,2,4,2,4,5,4,4,4,5,5,4,3,5,4,3,3,3,5,5,5,5,5,3,4,5,4, , , , , , ,1,2,4,4,2,2,4,3,3,5,5,5,2,5,2,5,3,5
64426,1,201115,3,2,3,3,2, , ,-7,1,2,3,2, ,3,1,2, ,3,-7,-7,-7,7,7,2,6,6,5,6,6,1,-7,6,6,-7,5,2,3,5,4,4,4,6,2,1,5,3,3,3, , , , , , , , , , , , ,5,3,1,3,1,1,2,2, ,1,-9,-9,90,90,90,20,100,2, , , , , ,3,12,2,-9,3,5,0,0,2,6,3,3,2,3,4,3,3,3,3,4,6,3,4,5,5,3,4,4,4,3,2,3,3, , , , , , , , , , , , , , , ,1,3,3,4,3,3,2,3,5,4,5,2,5,3,5,5,5,4
64445,1,201115,3,2,3,3,2, , ,2,2,2,3,1,4,2,1,2, ,2,6,7,-7,6,6,-7,6,7,7,7,6,-7,7,7,6,6,5,5,5,6,6,5,5,5,2,3,2,2,2,1, , , , , , , , , , , , ,5,4,3,4,2,1,3,1,2,-9,-9,-9,60,70,80,0,70,1,1,4,2,3,1,2,12,2,-9,2,4,40,36,2,1,5,1,5,1,1,2,1,1,5,5,4,4,5,5,4,7,6,6,6,6,5,5,5, , , , , , , , , , , , , , , ,4,1,2,3,2,2,7,6,6,5,5,4,5,5,6,7,7,6
64451,2,201115,3,2,5,5,3, , ,-7,2,2,4,2, ,3,1,1,3,1,5,6,-7,-7,-7,-7,-7,6,6,6,-7,-7,6,6,6,6,6,6,1,6,2,6,6,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,1,4,3,1,1,3,1,1,-9,-9,3,98,90,2,0,75,1,2,3, , , ,2,11,2,9,6,5,10,0,2,1,2,2,1,1,2,3,3,3,1,3,2,2,6,6,6,4,6,3,2,6,2,2,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,2,2,5,5,5,2,5,4,4,4,4,4
64685,1,201115,3,2,4,4,2, , ,2,2,2,3,2, ,3,2,1,3,1,3,4,6,6,4,4,4,5,3,6,6,4,5,6,5,5,5,4,3,4,4,4,5,3,2,3,5,5,5,4, , , , , , , , , , , , ,5,2,3,4,2,1,3,2, ,-9,-9,3,50,50,40,25,80,1,1,3,2,4,3,2,6,4,7,6,4,40,16,3,3,2,2,2,3,4,4,3,4,3,4,6,4,5,5,4,4,5,2,5,4,5,4,4,4,3,5,4,5,5,4,3,3, , , , , , ,1,2,2,2,2,2,4,3,3,4,4,3,4,3,4,4,3,4
64685,2,201115,3,2,3,4,2, , ,-7,3,2,3,2, ,3,2,1,3,2,4,6,6,5,5,4,4,5,4,6,5,4,5,6,5,5,4,4,4,4,5,4,5,5,5,4,4,4,4,3, , , , , , , , , , , , ,4,4,2,3,2,1,3,2, ,-9,-9,2,60,50,30,10,50,1,1,4,2,2,3,2,5,3,7,5,4,38,16,2,1,3,3,2,3,4,4,3,3,2,3,5,4,5,3,4,4,5,2,5,5,4,4,4,5,5,5,4,5,5,4,5,3, , , , , , ,1,2,2,2,2,2,3,4,4,3,4,3,4,4,3,4,5,5
64763,1,201115,3,2,3,3,2, , ,2,2,2,3,2, ,3,3,2, ,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,7,7,1,7,1,1,1, , , , , , , , , , , , ,4,4,3,4,2,1,4,1,1,2,2,4,100,100,100,0,100,1,1,5,2,3,1,2,9,4,8,6,4,36,24,3,8,3,1,2,1,5,5,1,5,1,5,1,1,1,4,4,4,4,1,7,4,4,1,4,4,4,6,5,4,4,4,4,1, , , , , , ,4,5,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
64763,2,201115,3,2,3,3,2, , ,-7,5,2,3,2, ,2,-9,2, ,4,4,-7,4,4,4,-7,-7,4,4,4,4,-7,4,4,4,4,4,4,4,4,1,4,2,1,7,1,5,2,1,-7, , , , , , , , , , , , ,4,5,1,4,1,1,4,1,1,-9,1,1,60,50,50,0,50,1,1,5,2,3,1,2,9,5,-9,5,4,40,16,2,9,4,1,3,1,3,4,1,3,1,5,4,2,3,4,4,4,4,3,5,4,4,4,4,7,7,4,7,4,1,4,7,4, , , , , , ,1,3,4,4,3,2,4,4,2,2,4,1,5,2,3,3,5,4
64864,1,201115,-9,1,1,2,1,2, ,-7,3,2,1,2, ,4,1,2, ,3,5,6,6,7,7,1,4,4,5,6,6,-7,7,7,1,7,4,4,6,2,4,1,1, , , , , , , , , , , , , , , , , , , ,6,2,3,3,1,1,2,2, ,2,-9,2,90,90,0,0,10,1,1,5, , , ,3,12,2,7,5,4,35,20,1,1,3,1,3,1,3,5,5,1,1,5,6,7,5,7,4,7,4,2,7,3,1,4,7, , , , , , , , , , , , , , , ,4,1,1,2,4,4,4,4,4,4,6,4,7,7,2,4,4,6
64873,1,201115,3,2,4,4,3, , ,2,3,2,4,1,4,3,3,1,3,1,3,7,2,5,5,2,2,7,6,6,3,1,6,7,7,4,6,3,3,4,4,3,5,3,4,5,5,3,3,1, , , , , , , , , , , , ,5,2,1,5,1,1,2,2, ,-9,-9,4,50,75,40,0,99,1,2,2,2,3,1,2,11,2,7,3,5,0,0,2,2,3,2,2,2,4,4,2,3,2,4,4,2,4,2,5,3,2,4,3,6,5,6,3, , , , , , , , , , , , , , , ,4,5,1,4,3,2,5,4,3,2,6,3,4,5,2,5,3,4
64873,2,201115,3,2,4,4,3, , ,2,2,2,4,2, ,3,3,1,3,1,5,5,3,3,5,2,2,6,5,5,5,2,5,6,6,4,5,4,4,4,5,3,5,4,5,2,4,2,2,-7, , , , , , , , , , , , ,5,2,1,4,1,1,3,2, ,-9,-9,2,50,90,75,10,99,1,2,2,2,3,1,2,11,2,8,3,5,0,0,2,1,4,2,3,2,4,4,2,4,1,4,4,2,5,2,4,3,3,6,3,6,4,5,2, , , , , , , , , , , , , , , ,4,5,1,4,3,2,6,5,2,4,5,2,5,6,2,4,2,2
64906,2,201115,4,2,5,5,3, , ,-7,1,2,5,2, ,3,1,1,3,1,-7,-7,7,7,7,2,3,7,1,5,7,1,-7,4,4,4,7,7,1,7,3,6,7,7,3,1,6,6,2,-7, , , , , , , , , , , , ,4,1,5,1,1,1,4,2, ,-9,1,3,100,99,50,0,100,2, , ,3,2,3,3,9,2,-9,6,4,36,24,1,8,4,1,2,5,4,4,1,5,1,5,2,6,5,2,7,6,7,3,3,1,1,1,1,7,5,6,6,6,1,6,2,1, , , , , , ,1,5,4,4,4,2,2,3,1,7,2,2,6,5,1,1,1,1
64959,1,201115,3,2,3,3,2, , ,1,3,2,3,2, ,3,4,2, ,3,1,5,5,5,5,1,2,2,1,5,5,1,2,5,1,2,4,4,5,4,5,4,5,7,7,6,7,7,3,4, , , , , , , , , , , , ,3,4,3,3,1,2, ,1,3,-9,2,-9,80,0,0,0,0,1,1,3,2,3,1,2,8,2,-9,5,4,38,40,1,7,4,4,1,1,4,5,2,4,2,4,4,4,3,4,5,7,6,4,4,6,6,6,6,7,7,7,7,7,2,5,7,6, , , , , , ,4,3,5,3,3,4,7,2,6,4,7,3,6,2,4,3,5,6
64959,2,201115,-9,2,3,2,1,2, ,1,5,2,3,2, ,4,3,1,1,2,-7,7,7,7,7,-7,-7,7,-7,7,7,-7,7,7,7,7,4,4,4,4,4,4,1, , , , , , , , , , , , , , , , , , , ,5,1,3,5,1,1,4,2, ,2,-9,4,50,0,0,0,0,1,1,5,2,3,1,2,10,4,9,4,4,38,24,3,1,5,1,5,1,5,5,1,5,1,5,4,7,7,5,7,7,7,4,7,7,7,7,7, , , , , , , , , , , , , , , ,4,5,1,4,3,2,7,4,7,4,4,4,7,7,4,4,7,4
64959,3,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,6,1,1,1, , , , , , , , , , , , ,5,2,2,4,2,1,3,2, ,-9,1,3,70,100,75,0,100,2, , ,1, , ,2,4,2,6,6,4,36,32,3,1,4,3,1,1,4,4,4,4,2,3,6,3,4,6,6,6,6,2,5,5,3,3,3,6,6,5,6,5,2,4,6,5, , , , , , ,3,3,1,3,3,2,5,4,5,5,5,5,5,5,5,5,5,3
64959,4,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,1,1,1,7,1,7,7,7,7,7,7,4,7,7,7,4,4,1,4,1,1,3,2, ,-9,3,4,40,0,0,0,0,2, , ,1, , ,5,4,4,7,4,4,40,28,3,1,5,2,3,2,5,5,1,5,1,5,1,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,1,3,1,3,1,1, , , , , , , , , , , , , , , , , , 
65092,1,201115,3,2,5,4,3, , ,1,2,2,4,2, ,3,2,1,3,1,6,6,-7,7,7,-7,1,5,6,6,-7,-7,6,6,6,3,2,2,3,2,6,2,6,6,5,1,7,1,2,-7, , , , , , , , , , , , ,5,1,3,3,1,1,4,2, ,-9,2,2,70,100,100,0,100,1,1,2, , , ,2,12,2,7,4,4,30,20,1,1,4,2,1,1,5,5,3,4,1,4,2,2,6,6,6,7,6,2,6,5,2,1,3, , , , , , , , , , , , , , , ,3,5,2,4,2,1,5,1,5,5,5,1,6,6,6,4,2,2
65166,1,201115,3,2,3,2,1,2, ,1,2,2,2,2, ,2,2,1,1,2,-7,-7,7,7,7,5,4,6,-7,7,7,2,3,7,7,5,2,1,7,2,4,1,1,7,4,1,7,2,1,3, , , , , , , , , , , , ,6,4,1,5,2,1,4,1,2,2,-9,4,50,90,20,0,100,2, , , , , ,2,11,2,-9,5,5,10,20,2,6,3,3,4,1,5,5,1,4,2,5,5,5,6,4,6,7,6,3,4,3,5,3,4,3,3,5,5,6,7,5,4,2, , , , , , ,1,4,1,4,2,2,5,2,4,6,7,2,7,4,3,4,4,4
65186,1,201141,4,2,4,4,3, , ,-7,1,2,4,2, ,3,3,1,5,1,6,7,6,6,6,3,3,5,6,6,5,-7,4,4,5,5,5,4,2,5,5,4,7,6,4,6,6,3,2,3,4,5,3,6,5,5,4,3,2,3,2,3,6,1,3,5,2,1,4,1,1,2,1,4,70,70,30,0,70,1,-9,3,1,5,2,2,5,2,-9,5,4,36,30,4,8,3,3,2,4,4,4,3,4,1,4,4,3,3,4,6,6,6,2,4,2,3,3,3,6,6,6,6,6,5,4,6,6,2,1,4,1,1,2, , , , , , , , , , , , , , , , , , 
65390,1,201115,3,2,4,3,3, , ,2,2,2,4,2, ,4,1,1,2,1,-7,-7,3,6,5,4,2,6,4,6,2,5,2,6,5,4,5,4,4,4,4,4,4,4,7,1,7,1,1,1, , , , , , , , , , , , ,4,3,2,3,1,1,4,1,3,-9,-9,3,99,5,0,0,99,1,1,5,1,3,2,1,5,2,8,6,4,40,36,2,6,4,3,3,1,4,5,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,2,7,5,4,5,4,3,3,4,2, , , , , , ,1,2,4,4,2,2,6,6,1,4,4,5,7,6,1,1,1,1
65396,1,201115,2,2,3,3,2, , ,-7,4,2,3,2, ,-9,2,1,1,2,3,3,6,6,6,4,5,6,3,6,6,1,3,6,6,6,3,3,5,3,4,3,2,5,5,3,4,4,3,-7, , , , , , , , , , , , ,6,5,3,4,2,1,3,2, ,2,1,2,75,80,0,0,80,1,1,2, , , ,3,11,1,6,5,4,0,25,2,1,4,2,3,2,4,4,2,4,2,4,5,5,5,5,5,5,5,4,5,5,4,4,3, , , , , , , , , , , , , , , ,1,5,4,4,2,2,5,5,5,5,5,5,4,5,3,4,4,4
65648,2,201115,4,2,3,2,2, , ,2,4,2,3,2, ,3,2,1,3,2,5,6,6,6,7,5,4,6,6,7,6,1,6,7,6,6,4,4,4,4,3,4,3,6,4,4,6,3,4,-9,5,4,5,4,4,5,3,3,4,4,4,4,6,4,3,3,2,1,4,1,1,-9,-9,4,100,60,60,0,60,1,1,3,1,3,1,2,11,2,-9,4,4,0,0,1,6,3,3,1,4,4,4,3,3,2,3,6,4,5,2,5,5,2,4,2,5,1,1,1, , , , , , , , , , , , , , , ,4,4,2,4,2,1, , , , , , , , , , , , 
65874,1,201115,2,1,2,2,2, , ,2,1,2,4,2, ,3,2,2, ,3,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,5,4,1,7,6,1,1,1,1,1,1,1,1,-7, , , , , , , , , , , , ,5,1,1,4,2,1,3,1,1,2,1,3,100,0,0,0,0,1,1,4,1,3,2,1,9,3,-9,4,4,36,24,4,1,5,1,5,1,5,5,1,5,1,5,1,1,7,4,4,4,4,1,1,1,1,1,1, , , , , , , , , , , , , , , ,4,5,2,3,1,1,1,1,7,7,7,1,1,1,1,7,7,7
65953,1,201141,3,2,3,3,2, , ,2,2,2,4,2, ,4,1,1,1,1,3,3,5,6,5,6,6,6,3,6,5,7,5,6,5,6,4,4,5,5,6,4,5,6,4,4,6,4,2,3,4,3,3,4,4,4,5,4,5,5,5,5,5,3,3,3,1,1,2,1,2,-9,1,4,5,100,100,50,100,1,3,5,1,4,1,2,5,4,8,5,4,40,20,2,6,4,2,2,2,5,5,2,4,1,4,6,6,6,6,6,6,6,2,6,1,1,1,1,3,3,7,6,7,5,2,7,6,4,1,4,1,3,1, , , , , , , , , , , , , , , , , , 
65988,1,201115,3,2,3,4,2, , ,-7,2,2,4,2, ,4,1,1,3,1,-7,-7,4,6,6,7,4,5,-7,7,1,1,-7,7,4,5,3,3,5,3,5,3,4,5,3,1,5,3,3,2,7,7,1,5,6,5,6,6,1,2,3,3,7,3,3,4,1,1,4,1,2,-9,-9,3,75,80,10,0,90,2, , ,1,3,1,2,4,2,8,6,4,40,30,2,8,4,1,3,1,5,5,1,3,1,5,4,6,6,2,5,5,5,4,4,6,1,3,3,7,7,5,5,7,7,4,7,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , 
66052,1,201115,2,2,4,4,2, , ,2,1,2,3,1,3,2,3,1,2,2,5,2,4,4,7,4,1,1,5,7,5,1,2,7,5,2,4,1,4,4,6,1,4,7,7,1,7,1,1,-7,5,5,2,3,6,4,7,7,2,2,5,5,2,4,5,3,1,1,4,2, ,2,4,-9,99,90,80,0,100,1,3,2, , , ,1,9,2,7,5,4,40,10,2,8,4,1,3,1,4,5,1,5,1,5,4,1,1,5,6,6,5,2,7,2,1,1,1, , , , , , , , , ,3,5,4,2,4,3, , , , , , , , , , , , , , , , , , 
66106,1,201115,4,2,4,4,2, , ,-7,2,2,3,2, ,3,2,1,2,2,3,4,3,3,3,2,2,3,3,4,2,2,3,3,4,3,3,3,3,3,3,3,4,5,3,3,5,2,2,3, , , , , , , , , , , , ,4,3,3,4,4,1,3,2, ,-9,-9,4,70,80,30,0,90,1,1,3,2,3,1,2,11,2,9,5,4,40,20,2,6,4,2,4,4,3,4,2,4,2,4,4,3,4,3,4,4,3,4,3,4,3,3,3,6,6,6,4,6,5,3,6,5, , , , , , ,4,5,1,2,3,2,4,4,3,5,4,3,5,4,4,5,4,4
66106,2,201115,4,2,5,4,3, , ,-7,2,2,4,1,4,3,2,1,2,2,5,4,3,5,6,-7,5,5,3,6,6,-7,5,6,5,3,5,2,2,3,4,3,5,7,4,1,7,2,1,2,2,2,4,1,5,1,1,1,1,1,2,1,3,6,3,3,2,1,3,2, ,2,-9,2,80,90,5,0,100,1,2,3,2,2,1,2,11,2,9,4,4,38,20,2,6,4,2,4,1,5,3,4,3,1,4,3,4,2,3,5,4,4,5,3,4,3,4,1, , , , , , , , , ,4,2,2,4,3,4, , , , , , , , , , , , , , , , , , 
66257,1,201115,4,2,3,4,3, , ,-7,2,2,3,1,4,3,1,1,2,1,3,6,4,5,5,5,1,4,1,5,3,1,2,6,5,4,4,3,3,4,4,3,6,5,6,2,6,1,1,-7, , , , , , , , , , , , ,5,2,2,4,1,1,4,2, ,-9,-9,3,75,50,1,1,99,1,1,3,2,3,2,2,9,4,-9,7,4,32,32,2,8,4,1,2,1,4,5,1,4,1,4,5,2,3,4,4,4,6,2,3,5,2,2,3,5,2,6,6,6,6,2,3,4, , , , , , ,1,2,3,2,3,3,4,3,3,3,4,3,4,4,3,3,3,3
66348,1,201115,3,2,4,4,3, , ,1,4,2,2,1,4,3,2,1,1,2,2,6,7,7,7,1,1,6,5,7,7,1,6,7,7,6,4,4,4,4,4,4,3,6,6,1,6,2,2,-7, , , , , , , , , , , , ,5,2,2,4,1,1,2,1,2,1,-9,3,75,3,0,0,10,1,1,3,1,3,1,1,10,2,-9,2,4,38,15,2,8,4,1,3,1,4,5,1,4,1,5,3,4,5,3,6,5,5,5,7,4,3,2,2,6,6,6,6,6,2,4,5,4, , , , , , ,3,4,4,2,2,3,3,5,4,1,4,3,2,2,5,4,5,5
66568,1,201141,5,2,5,5,3, , ,2,1,2,4,2, ,2,1,1,4,1,4,3,-7,7,7,5,7,7,4,7,7,-7,3,7,7,7,4,4,4,3,3,3,5,7,3,1,5,2,1,2, , , , , , , , , , , , ,6,2,3,5,1,1,4,1,1,-9,-9,4,90,100,100,10,100,1,1,2,2,4,8,2,12,2,10,6,5,0,0,4,2,2,1,3,1,5,5,5,4,1,5,6,3,2,4,7,7,5,2,1,4,1,3,1, , , , , , , , , , , , , , , ,4,5,1,2,3,3,5,5,1,5,7,1,7,5,1,5,2,1
66568,2,201141,5,2,5,5,3, , ,2,1,2,4,2, ,2,1,1,4,1,-7,5,-7,7,7,7,7,7,4,7,7,-7,4,7,7,7,4,4,3,3,5,4,6,7,5,1,7,3,1,2, , , , , , , , , , , , ,6,2,3,3,1,1,3,1,1,-9,-9,4,95,100,100,85,100,1,1,2,2,2,-7,2,12,2,10,6,5,0,0,2,2,3,4,2,3,3,3,4,2,3,3,6,2,2,4,6,4,4,2,1,2,1,2,1, , , , , , , , , , , , , , , ,3,4,2,2,2,3,4,4,5,4,7,4,6,4,5,5,2,2
